"Date(UTC)","UnixTimeStamp","Value"
"4/21/2020","1587427200","409"
"4/22/2020","1587513600","449"
"4/23/2020","1587600000","430"
"4/24/2020","1587686400","395"
"4/25/2020","1587772800","442"
"4/26/2020","1587859200","410"
"4/27/2020","1587945600","426"
"4/28/2020","1588032000","435"
"4/29/2020","1588118400","409"
"4/30/2020","1588204800","531"
"5/1/2020","1588291200","496"
"5/2/2020","1588377600","406"
"5/3/2020","1588464000","427"
"5/4/2020","1588550400","385"
"5/5/2020","1588636800","354"
"5/6/2020","1588723200","400"
"5/7/2020","1588809600","433"
"5/8/2020","1588896000","460"
"5/9/2020","1588982400","429"
"5/10/2020","1589068800","440"
"5/11/2020","1589155200","442"
"5/12/2020","1589241600","462"
"5/13/2020","1589328000","423"
"5/14/2020","1589414400","463"
"5/15/2020","1589500800","440"
"5/16/2020","1589587200","431"
"5/17/2020","1589673600","448"
"5/18/2020","1589760000","433"
"5/19/2020","1589846400","441"
"5/20/2020","1589932800","429"
"5/21/2020","1590019200","434"
"5/22/2020","1590105600","467"
"5/23/2020","1590192000","472"
"5/24/2020","1590278400","442"
"5/25/2020","1590364800","445"
"5/26/2020","1590451200","432"
"5/27/2020","1590537600","439"
"5/28/2020","1590624000","417"
"5/29/2020","1590710400","441"
"5/30/2020","1590796800","450"
"5/31/2020","1590883200","442"
"6/1/2020","1590969600","463"
"6/2/2020","1591056000","469"
"6/3/2020","1591142400","437"
"6/4/2020","1591228800","410"
"6/5/2020","1591315200","457"
"6/6/2020","1591401600","431"
"6/7/2020","1591488000","420"
"6/8/2020","1591574400","440"
"6/9/2020","1591660800","449"
"6/10/2020","1591747200","422"
"6/11/2020","1591833600","413"
"6/12/2020","1591920000","416"
"6/13/2020","1592006400","402"
"6/14/2020","1592092800","369"
"6/15/2020","1592179200","417"
"6/16/2020","1592265600","402"
"6/17/2020","1592352000","400"
"6/18/2020","1592438400","436"
"6/19/2020","1592524800","432"
"6/20/2020","1592611200","421"
"6/21/2020","1592697600","402"
"6/22/2020","1592784000","405"
"6/23/2020","1592870400","456"
"6/24/2020","1592956800","429"
"6/25/2020","1593043200","433"
"6/26/2020","1593129600","428"
"6/27/2020","1593216000","430"
"6/28/2020","1593302400","418"
"6/29/2020","1593388800","453"
"6/30/2020","1593475200","454"
"7/1/2020","1593561600","448"
"7/2/2020","1593648000","406"
"7/3/2020","1593734400","429"
"7/4/2020","1593820800","406"
"7/5/2020","1593907200","373"
"7/6/2020","1593993600","423"
"7/7/2020","1594080000","425"
"7/8/2020","1594166400","412"
"7/9/2020","1594252800","451"
"7/10/2020","1594339200","405"
"7/11/2020","1594425600","406"
"7/12/2020","1594512000","410"
"7/13/2020","1594598400","405"
"7/14/2020","1594684800","436"
"7/15/2020","1594771200","424"
"7/16/2020","1594857600","402"
"7/17/2020","1594944000","380"
"7/18/2020","1595030400","411"
"7/19/2020","1595116800","385"
"7/20/2020","1595203200","435"
"7/21/2020","1595289600","472"
"7/22/2020","1595376000","395"
"7/23/2020","1595462400","428"
"7/24/2020","1595548800","397"
"7/25/2020","1595635200","422"
"7/26/2020","1595721600","426"
"7/27/2020","1595808000","419"
"7/28/2020","1595894400","425"
"7/29/2020","1595980800","362"
"7/30/2020","1596067200","414"
"7/31/2020","1596153600","414"
"8/1/2020","1596240000","397"
"8/2/2020","1596326400","406"
"8/3/2020","1596412800","422"
"8/4/2020","1596499200","439"
"8/5/2020","1596585600","389"
"8/6/2020","1596672000","432"
"8/7/2020","1596758400","394"
"8/8/2020","1596844800","378"
"8/9/2020","1596931200","357"
"8/10/2020","1597017600","375"
"8/11/2020","1597104000","398"
"8/12/2020","1597190400","406"
"8/13/2020","1597276800","374"
"8/14/2020","1597363200","372"
"8/15/2020","1597449600","372"
"8/16/2020","1597536000","357"
"8/17/2020","1597622400","359"
"8/18/2020","1597708800","369"
"8/19/2020","1597795200","379"
"8/20/2020","1597881600","340"
"8/21/2020","1597968000","362"
"8/22/2020","1598054400","346"
"8/23/2020","1598140800","340"
"8/24/2020","1598227200","319"
"8/25/2020","1598313600","353"
"8/26/2020","1598400000","363"
"8/27/2020","1598486400","337"
"8/28/2020","1598572800","328"
"8/29/2020","1598659200","353"
"8/30/2020","1598745600","351"
"8/31/2020","1598832000","353"
"9/1/2020","1598918400","321"
"9/2/2020","1599004800","349"
"9/3/2020","1599091200","343"
"9/4/2020","1599177600","382"
"9/5/2020","1599264000","298"
"9/6/2020","1599350400","346"
"9/7/2020","1599436800","331"
"9/8/2020","1599523200","330"
"9/9/2020","1599609600","331"
"9/10/2020","1599696000","354"
"9/11/2020","1599782400","310"
"9/12/2020","1599868800","327"
"9/13/2020","1599955200","312"
"9/14/2020","1600041600","344"
"9/15/2020","1600128000","304"
"9/16/2020","1600214400","323"
"9/17/2020","1600300800","355"
"9/18/2020","1600387200","341"
"9/19/2020","1600473600","336"
"9/20/2020","1600560000","313"
"9/21/2020","1600646400","342"
"9/22/2020","1600732800","333"
"9/23/2020","1600819200","353"
"9/24/2020","1600905600","334"
"9/25/2020","1600992000","337"
"9/26/2020","1601078400","330"
"9/27/2020","1601164800","300"
"9/28/2020","1601251200","293"
"9/29/2020","1601337600","286"
"9/30/2020","1601424000","296"
"10/1/2020","1601510400","273"
"10/2/2020","1601596800","328"
"10/3/2020","1601683200","329"
"10/4/2020","1601769600","301"
"10/5/2020","1601856000","310"
"10/6/2020","1601942400","281"
"10/7/2020","1602028800","302"
"10/8/2020","1602115200","368"
"10/9/2020","1602201600","342"
"10/10/2020","1602288000","293"
"10/11/2020","1602374400","313"
"10/12/2020","1602460800","354"
"10/13/2020","1602547200","345"
"10/14/2020","1602633600","312"
"10/15/2020","1602720000","300"
"10/16/2020","1602806400","292"
"10/17/2020","1602892800","314"
"10/18/2020","1602979200","283"
"10/19/2020","1603065600","350"
"10/20/2020","1603152000","317"
"10/21/2020","1603238400","299"
"10/22/2020","1603324800","318"
"10/23/2020","1603411200","299"
"10/24/2020","1603497600","307"
"10/25/2020","1603584000","288"
"10/26/2020","1603670400","318"
"10/27/2020","1603756800","309"
"10/28/2020","1603843200","319"
"10/29/2020","1603929600","327"
"10/30/2020","1604016000","284"
"10/31/2020","1604102400","292"
"11/1/2020","1604188800","323"
"11/2/2020","1604275200","288"
"11/3/2020","1604361600","303"
"11/4/2020","1604448000","273"
"11/5/2020","1604534400","314"
"11/6/2020","1604620800","312"
"11/7/2020","1604707200","306"
"11/8/2020","1604793600","290"
"11/9/2020","1604880000","290"
"11/10/2020","1604966400","320"
"11/11/2020","1605052800","289"
"11/12/2020","1605139200","295"
"11/13/2020","1605225600","297"
"11/14/2020","1605312000","299"
"11/15/2020","1605398400","295"
"11/16/2020","1605484800","303"
"11/17/2020","1605571200","307"
"11/18/2020","1605657600","291"
"11/19/2020","1605744000","310"
"11/20/2020","1605830400","317"
"11/21/2020","1605916800","312"
"11/22/2020","1606003200","300"
"11/23/2020","1606089600","333"
"11/24/2020","1606176000","320"
"11/25/2020","1606262400","333"
"11/26/2020","1606348800","283"
"11/27/2020","1606435200","303"
"11/28/2020","1606521600","298"
"11/29/2020","1606608000","305"
"11/30/2020","1606694400","315"
"12/1/2020","1606780800","309"
"12/2/2020","1606867200","295"
"12/3/2020","1606953600","293"
"12/4/2020","1607040000","312"
"12/5/2020","1607126400","308"
"12/6/2020","1607212800","297"
"12/7/2020","1607299200","283"
"12/8/2020","1607385600","297"
"12/9/2020","1607472000","290"
"12/10/2020","1607558400","269"
"12/11/2020","1607644800","312"
"12/12/2020","1607731200","317"
"12/13/2020","1607817600","260"
"12/14/2020","1607904000","312"
"12/15/2020","1607990400","283"
"12/16/2020","1608076800","305"
"12/17/2020","1608163200","296"
"12/18/2020","1608249600","301"
"12/19/2020","1608336000","279"
"12/20/2020","1608422400","306"
"12/21/2020","1608508800","300"
"12/22/2020","1608595200","274"
"12/23/2020","1608681600","303"
"12/24/2020","1608768000","252"
"12/25/2020","1608854400","312"
"12/26/2020","1608940800","326"
"12/27/2020","1609027200","281"
"12/28/2020","1609113600","269"
"12/29/2020","1609200000","278"
"12/30/2020","1609286400","275"
"12/31/2020","1609372800","285"
"1/1/2021","1609459200","259"
"1/2/2021","1609545600","272"
"1/3/2021","1609632000","304"
"1/4/2021","1609718400","268"
"1/5/2021","1609804800","311"
"1/6/2021","1609891200","314"
"1/7/2021","1609977600","278"
"1/8/2021","1610064000","265"
"1/9/2021","1610150400","283"
"1/10/2021","1610236800","255"
"1/11/2021","1610323200","299"
"1/12/2021","1610409600","285"
"1/13/2021","1610496000","290"
"1/14/2021","1610582400","317"
"1/15/2021","1610668800","278"
"1/16/2021","1610755200","288"
"1/17/2021","1610841600","294"
"1/18/2021","1610928000","319"
"1/19/2021","1611014400","290"
"1/20/2021","1611100800","263"
"1/21/2021","1611187200","293"
"1/22/2021","1611273600","311"
"1/23/2021","1611360000","275"
"1/24/2021","1611446400","313"
"1/25/2021","1611532800","289"
"1/26/2021","1611619200","311"
"1/27/2021","1611705600","263"
"1/28/2021","1611792000","326"
"1/29/2021","1611878400","294"
"1/30/2021","1611964800","305"
"1/31/2021","1612051200","268"
"2/1/2021","1612137600","315"
"2/2/2021","1612224000","320"
"2/3/2021","1612310400","333"
"2/4/2021","1612396800","336"
"2/5/2021","1612483200","312"
"2/6/2021","1612569600","281"
"2/7/2021","1612656000","312"
"2/8/2021","1612742400","304"
"2/9/2021","1612828800","307"
"2/10/2021","1612915200","299"
"2/11/2021","1613001600","286"
"2/12/2021","1613088000","294"
"2/13/2021","1613174400","302"
"2/14/2021","1613260800","290"
"2/15/2021","1613347200","291"
"2/16/2021","1613433600","282"
"2/17/2021","1613520000","291"
"2/18/2021","1613606400","310"
"2/19/2021","1613692800","305"
"2/20/2021","1613779200","288"
"2/21/2021","1613865600","307"
"2/22/2021","1613952000","286"
"2/23/2021","1614038400","313"
"2/24/2021","1614124800","297"
"2/25/2021","1614211200","289"
"2/26/2021","1614297600","290"
"2/27/2021","1614384000","301"
"2/28/2021","1614470400","298"
"3/1/2021","1614556800","290"
"3/2/2021","1614643200","310"
"3/3/2021","1614729600","308"
"3/4/2021","1614816000","329"
"3/5/2021","1614902400","290"
"3/6/2021","1614988800","289"
"3/7/2021","1615075200","293"
"3/8/2021","1615161600","307"
"3/9/2021","1615248000","336"
"3/10/2021","1615334400","298"
"3/11/2021","1615420800","301"
"3/12/2021","1615507200","323"
"3/13/2021","1615593600","312"
"3/14/2021","1615680000","346"
"3/15/2021","1615766400","320"
"3/16/2021","1615852800","300"
"3/17/2021","1615939200","322"
"3/18/2021","1616025600","298"
"3/19/2021","1616112000","290"
"3/20/2021","1616198400","302"
"3/21/2021","1616284800","294"
"3/22/2021","1616371200","297"
"3/23/2021","1616457600","305"
"3/24/2021","1616544000","312"
"3/25/2021","1616630400","291"
"3/26/2021","1616716800","289"
"3/27/2021","1616803200","294"
"3/28/2021","1616889600","293"
"3/29/2021","1616976000","307"
"3/30/2021","1617062400","304"
"3/31/2021","1617148800","298"
"4/1/2021","1617235200","276"
"4/2/2021","1617321600","290"
"4/3/2021","1617408000","296"
"4/4/2021","1617494400","291"
"4/5/2021","1617580800","286"
"4/6/2021","1617667200","302"
"4/7/2021","1617753600","261"
"4/8/2021","1617840000","324"
"4/9/2021","1617926400","269"
"4/10/2021","1618012800","262"
"4/11/2021","1618099200","276"
"4/12/2021","1618185600","298"
"4/13/2021","1618272000","300"
"4/14/2021","1618358400","302"
"4/15/2021","1618444800","269"
"4/16/2021","1618531200","297"
"4/17/2021","1618617600","290"
"4/18/2021","1618704000","301"
"4/19/2021","1618790400","288"
"4/20/2021","1618876800","302"
"4/21/2021","1618963200","302"
"4/22/2021","1619049600","314"
"4/23/2021","1619136000","309"
"4/24/2021","1619222400","307"
"4/25/2021","1619308800","293"
"4/26/2021","1619395200","305"
"4/27/2021","1619481600","287"
"4/28/2021","1619568000","348"
"4/29/2021","1619654400","284"
"4/30/2021","1619740800","282"
"5/1/2021","1619827200","318"
"5/2/2021","1619913600","331"
"5/3/2021","1620000000","300"
"5/4/2021","1620086400","287"
"5/5/2021","1620172800","299"
"5/6/2021","1620259200","297"
"5/7/2021","1620345600","306"
"5/8/2021","1620432000","283"
"5/9/2021","1620518400","279"
"5/10/2021","1620604800","313"
"5/11/2021","1620691200","317"
"5/12/2021","1620777600","313"
"5/13/2021","1620864000","327"
"5/14/2021","1620950400","309"
"5/15/2021","1621036800","331"
"5/16/2021","1621123200","304"
"5/17/2021","1621209600","333"
"5/18/2021","1621296000","323"
"5/19/2021","1621382400","342"
"5/20/2021","1621468800","348"
"5/21/2021","1621555200","316"
"5/22/2021","1621641600","328"
"5/23/2021","1621728000","309"
"5/24/2021","1621814400","301"
"5/25/2021","1621900800","284"
"5/26/2021","1621987200","301"
"5/27/2021","1622073600","299"
"5/28/2021","1622160000","319"
"5/29/2021","1622246400","337"
"5/30/2021","1622332800","342"
"5/31/2021","1622419200","309"
"6/1/2021","1622505600","286"
"6/2/2021","1622592000","317"
"6/3/2021","1622678400","320"
"6/4/2021","1622764800","324"
"6/5/2021","1622851200","276"
"6/6/2021","1622937600","295"
"6/7/2021","1623024000","308"
"6/8/2021","1623110400","296"
"6/9/2021","1623196800","306"
"6/10/2021","1623283200","255"
"6/11/2021","1623369600","305"
"6/12/2021","1623456000","298"
"6/13/2021","1623542400","276"
"6/14/2021","1623628800","360"
"6/15/2021","1623715200","318"
"6/16/2021","1623801600","298"
"6/17/2021","1623888000","320"
"6/18/2021","1623974400","275"
"6/19/2021","1624060800","340"
"6/20/2021","1624147200","291"
"6/21/2021","1624233600","320"
"6/22/2021","1624320000","344"
"6/23/2021","1624406400","312"
"6/24/2021","1624492800","280"
"6/25/2021","1624579200","279"
"6/26/2021","1624665600","313"
"6/27/2021","1624752000","306"
"6/28/2021","1624838400","334"
"6/29/2021","1624924800","305"
"6/30/2021","1625011200","309"
"7/1/2021","1625097600","302"
"7/2/2021","1625184000","308"
"7/3/2021","1625270400","281"
"7/4/2021","1625356800","301"
"7/5/2021","1625443200","326"
"7/6/2021","1625529600","344"
"7/7/2021","1625616000","337"
"7/8/2021","1625702400","314"
"7/9/2021","1625788800","289"
"7/10/2021","1625875200","316"
"7/11/2021","1625961600","278"
"7/12/2021","1626048000","283"
"7/13/2021","1626134400","319"
"7/14/2021","1626220800","330"
"7/15/2021","1626307200","321"
"7/16/2021","1626393600","326"
"7/17/2021","1626480000","280"
"7/18/2021","1626566400","321"
"7/19/2021","1626652800","262"
"7/20/2021","1626739200","305"
"7/21/2021","1626825600","336"
"7/22/2021","1626912000","285"
"7/23/2021","1626998400","306"
"7/24/2021","1627084800","297"
"7/25/2021","1627171200","290"
"7/26/2021","1627257600","302"
"7/27/2021","1627344000","311"
"7/28/2021","1627430400","304"
"7/29/2021","1627516800","275"
"7/30/2021","1627603200","316"
"7/31/2021","1627689600","305"
"8/1/2021","1627776000","277"
"8/2/2021","1627862400","287"
"8/3/2021","1627948800","289"
"8/4/2021","1628035200","307"
"8/5/2021","1628121600","299"
"8/6/2021","1628208000","299"
"8/7/2021","1628294400","274"
"8/8/2021","1628380800","294"
"8/9/2021","1628467200","303"
"8/10/2021","1628553600","300"
"8/11/2021","1628640000","289"
"8/12/2021","1628726400","307"
"8/13/2021","1628812800","308"
"8/14/2021","1628899200","303"
"8/15/2021","1628985600","274"
"8/16/2021","1629072000","298"
"8/17/2021","1629158400","316"
"8/18/2021","1629244800","309"
"8/19/2021","1629331200","337"
"8/20/2021","1629417600","316"
"8/21/2021","1629504000","313"
"8/22/2021","1629590400","292"
"8/23/2021","1629676800","327"
"8/24/2021","1629763200","309"
"8/25/2021","1629849600","355"
"8/26/2021","1629936000","293"
"8/27/2021","1630022400","334"
"8/28/2021","1630108800","292"
"8/29/2021","1630195200","299"
"8/30/2021","1630281600","302"
"8/31/2021","1630368000","345"
"9/1/2021","1630454400","323"
"9/2/2021","1630540800","304"
"9/3/2021","1630627200","323"
"9/4/2021","1630713600","310"
"9/5/2021","1630800000","316"
"9/6/2021","1630886400","329"
"9/7/2021","1630972800","347"
"9/8/2021","1631059200","312"
"9/9/2021","1631145600","328"
"9/10/2021","1631232000","316"
"9/11/2021","1631318400","339"
"9/12/2021","1631404800","287"
"9/13/2021","1631491200","319"
"9/14/2021","1631577600","294"
"9/15/2021","1631664000","340"
"9/16/2021","1631750400","319"
"9/17/2021","1631836800","321"
"9/18/2021","1631923200","314"
"9/19/2021","1632009600","291"
"9/20/2021","1632096000","338"
"9/21/2021","1632182400","326"
"9/22/2021","1632268800","322"
"9/23/2021","1632355200","309"
"9/24/2021","1632441600","304"
"9/25/2021","1632528000","324"
"9/26/2021","1632614400","306"
"9/27/2021","1632700800","326"
"9/28/2021","1632787200","336"
"9/29/2021","1632873600","371"
"9/30/2021","1632960000","355"
"10/1/2021","1633046400","343"
"10/2/2021","1633132800","338"
"10/3/2021","1633219200","349"
"10/4/2021","1633305600","342"
"10/5/2021","1633392000","337"
"10/6/2021","1633478400","361"
"10/7/2021","1633564800","340"
"10/8/2021","1633651200","360"
"10/9/2021","1633737600","352"
"10/10/2021","1633824000","358"
"10/11/2021","1633910400","370"
"10/12/2021","1633996800","362"
"10/13/2021","1634083200","373"
"10/14/2021","1634169600","395"
"10/15/2021","1634256000","392"
"10/16/2021","1634342400","361"
"10/17/2021","1634428800","396"
"10/18/2021","1634515200","370"
"10/19/2021","1634601600","325"
"10/20/2021","1634688000","364"
"10/21/2021","1634774400","304"
"10/22/2021","1634860800","381"
"10/23/2021","1634947200","363"
"10/24/2021","1635033600","362"
"10/25/2021","1635120000","359"
"10/26/2021","1635206400","342"
"10/27/2021","1635292800","365"
"10/28/2021","1635379200","347"
"10/29/2021","1635465600","364"
"10/30/2021","1635552000","394"
"10/31/2021","1635638400","373"
"11/1/2021","1635724800","379"
"11/2/2021","1635811200","413"
"11/3/2021","1635897600","380"
"11/4/2021","1635984000","343"
"11/5/2021","1636070400","330"
"11/6/2021","1636156800","349"
"11/7/2021","1636243200","353"
"11/8/2021","1636329600","357"
"11/9/2021","1636416000","327"
"11/10/2021","1636502400","365"
"11/11/2021","1636588800","340"
"11/12/2021","1636675200","310"
"11/13/2021","1636761600","300"
"11/14/2021","1636848000","310"
"11/15/2021","1636934400","334"
"11/16/2021","1637020800","367"
"11/17/2021","1637107200","356"
"11/18/2021","1637193600","310"
"11/19/2021","1637280000","349"
"11/20/2021","1637366400","332"
"11/21/2021","1637452800","371"
"11/22/2021","1637539200","348"
"11/23/2021","1637625600","332"
